"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Brown, Ben",676962,"CHC","FF","4-Seam Fastball",-0.5,-4,"668",57.1,"161","0.313","0.486","0.39",17.3,16.1,17.3,"0.307","0.61","0.42",49.2
"Senzatela, Antonio",622608,"COL","FF","4-Seam Fastball",-1.1,-7,"597",53.1,"161","0.369","0.504","0.432",11.1,8.1,8.7,"0.342","0.516","0.41",49.6
"Sánchez, Cristopher",650911,"PHI","SI","Sinker",-0.4,-2,"564",48.7,"157","0.319","0.42","0.389",16,15.3,23.3,"0.276","0.405","0.342",49.1
"Gallen, Zac",668678,"AZ","FF","4-Seam Fastball",-0.1,-1,"619",46.6,"157","0.245","0.417","0.328",14.2,16.6,16.6,"0.271","0.488","0.362",49.1
"Bassitt, Chris",605135,"TOR","SI","Sinker",0.5,3,"555",42.4,"151","0.29","0.399","0.352",12.9,13.9,17.4,"0.282","0.434","0.34",39.3
"Patrick, Chad",694477,"MIL","FC","Cutter",1.3,7,"553",44.4,"150","0.234","0.365","0.284",24.3,24,20.5,"0.244","0.401","0.301",36.5
"Pepiot, Ryan",686752,"TB","FF","4-Seam Fastball",-0.3,-2,"585",45.5,"148","0.258","0.508","0.369",24.5,27,21.4,"0.251","0.473","0.362",53.9
"Pivetta, Nick",601713,"SD","FF","4-Seam Fastball",1.6,9,"548",48.3,"146","0.218","0.346","0.278",25.4,28.8,27.3,"0.254","0.458","0.342",52.2
"Gore, MacKenzie",669022,"WSH","FF","4-Seam Fastball",0.6,4,"683",50.1,"145","0.287","0.426","0.34",21.4,16.6,14.7,"0.293","0.481","0.363",45.4
"Greene, Hunter",668881,"CIN","FF","4-Seam Fastball",1.6,9,"561",57.4,"145","0.222","0.363","0.279",21.3,26.2,17.7,"0.23","0.415","0.299",49
"Brown, Ben",676962,"CHC","CU","Curveball",-0.2,-1,"453",38.8,"144","0.244","0.356","0.282",43.4,38.2,27.9,"0.221","0.322","0.258",42
"Castillo, Luis",622491,"SEA","FF","4-Seam Fastball",1.2,7,"581",46.9,"144","0.195","0.336","0.274",24.8,24.3,16.8,"0.213","0.434","0.315",48.9
"Bradley, Taj",671737,"TB","FF","4-Seam Fastball",-0.4,-2,"516",44.6,"144","0.262","0.492","0.384",16.5,13.9,16.7,"0.256","0.398","0.344",38.2
"Valdez, Framber",664285,"HOU","SI","Sinker",1.8,10,"557",46.3,"143","0.242","0.328","0.285",11.3,6.3,15.3,"0.312","0.445","0.36",45.9
"Paddack, Chris",663978,"MIN","FF","4-Seam Fastball",1.1,7,"574",49.7,"140","0.226","0.315","0.277",17.7,17.1,12.1,"0.263","0.434","0.327",49
"deGrom, Jacob",594798,"TEX","FF","4-Seam Fastball",1.1,6,"519",46.9,"140","0.203","0.391","0.285",23.7,25,21.9,"0.225","0.395","0.296",43.6
"Kikuchi, Yusei",579328,"LAA","SL","Slider",0.6,3,"509",38.3,"137","0.239","0.385","0.355",21.9,19,19.8,"0.272","0.52","0.406",41.2
"Sears, JP",676664,"ATH","FF","4-Seam Fastball",-1.1,-5,"486",38.9,"134","0.317","0.563","0.396",15.5,18.7,13.4,"0.32","0.615","0.407",55.9
"Webb, Logan",657277,"SF","SI","Sinker",1.6,8,"510",37.7,"134","0.256","0.376","0.309",11.1,19.4,26.8,"0.28","0.427","0.33",45.5
"Williams, Trevor",592866,"WSH","FF","4-Seam Fastball",-1.3,-6,"447",39.7,"133","0.344","0.549","0.408",12.8,15.8,14.4,"0.304","0.476","0.361",51
"Falter, Bailey",663559,"PIT","FF","4-Seam Fastball",1.1,5,"467",41.8,"132","0.23","0.363","0.305",14.4,15.2,15.3,"0.242","0.383","0.315",45.8
"Singer, Brady",663903,"CIN","SI","Sinker",-0.7,-3,"491",42.2,"132","0.245","0.481","0.373",16.5,20.5,19.1,"0.237","0.45","0.363",54.9
"Sale, Chris",519242,"ATL","FF","4-Seam Fastball",-0.6,-3,"578",42.2,"132","0.33","0.509","0.405",22.7,18.9,17.4,"0.293","0.457","0.37",41.6
"Mahle, Tyler",641816,"TEX","FF","4-Seam Fastball",0.6,3,"609",49.3,"132","0.207","0.319","0.284",23.1,22.7,14.4,"0.259","0.46","0.352",48.8
"Anderson, Tyler",542881,"LAA","FF","4-Seam Fastball",0.8,4,"476",39,"131","0.233","0.408","0.331",15.3,12.2,11.3,"0.272","0.546","0.373",43.8
"Rea, Colin",607067,"CHC","FF","4-Seam Fastball",0.3,1,"480",47.4,"130","0.303","0.487","0.363",15.3,16.9,18,"0.289","0.503","0.362",50
"Flaherty, Jack",656427,"DET","FF","4-Seam Fastball",0.1,1,"543",45.1,"130","0.239","0.47","0.348",13.4,21.5,17.2,"0.275","0.539","0.373",44.4
"Boyd, Matthew",571510,"CHC","FF","4-Seam Fastball",0.7,4,"554",46.9,"128","0.294","0.445","0.332",16.7,18.8,16.7,"0.283","0.454","0.335",49
"Crochet, Garrett",676979,"BOS","FF","4-Seam Fastball",-0.2,-1,"596",42.8,"128","0.25","0.438","0.358",31.7,32.8,25,"0.21","0.4","0.313",45.7
"Woo, Bryan",693433,"SEA","FF","4-Seam Fastball",1.4,7,"494",42.5,"128","0.178","0.356","0.248",28.5,27.3,22,"0.204","0.393","0.278",34.9
"Williams, Gavin",668909,"CLE","FF","4-Seam Fastball",-1.7,-9,"538",44.6,"127","0.315","0.546","0.424",24.2,15.7,14.1,"0.325","0.584","0.432",46.6
"Bubic, Kris",663460,"KC","FF","4-Seam Fastball",0.8,4,"460",38.3,"127","0.233","0.362","0.301",31.2,29.1,27.4,"0.225","0.384","0.297",36.7
"Heaney, Andrew",571760,"PIT","FF","4-Seam Fastball",0.7,3,"514",45.3,"126","0.217","0.425","0.333",20.3,19,14.2,"0.261","0.474","0.37",57.8
"Hendricks, Kyle",543294,"LAA","CH","Changeup",0.3,1,"423",37.3,"124","0.227","0.403","0.279",21.5,15.3,12.4,"0.236","0.411","0.289",31.7
"Valdez, Framber",664285,"HOU","CU","Curveball",0.9,3,"391",32.5,"124","0.178","0.243","0.254",46.8,45.2,32.9,"0.169","0.231","0.245",45.1
"Hicks, Jordan",663855,"SF","SI","Sinker",-1.1,-5,"441",53.5,"124","0.321","0.472","0.403",9,11.3,18.9,"0.313","0.429","0.371",50.5
"Baz, Shane",669358,"TB","FF","4-Seam Fastball",0.4,2,"557",48.1,"123","0.255","0.402","0.354",21.3,21.1,20.6,"0.249","0.419","0.355",43.4
"Holmes, Clay",605280,"NYM","SI","Sinker",0.8,3,"428",36.9,"123","0.301","0.437","0.368",13.4,9.8,18.8,"0.302","0.486","0.393",55.3
"Meyer, Max",676974,"MIA","SL","Slider",0.5,2,"365",35.1,"122","0.209","0.382","0.284",42.4,41.8,32.3,"0.225","0.39","0.309",55.7
"Rodón, Carlos",607074,"NYY","SL","Slider",2.7,11,"388",28.6,"122","0.1","0.173","0.181",43.5,45.1,30.2,"0.155","0.248","0.224",32.7
"Burke, Sean",680732,"CWS","FF","4-Seam Fastball",0.1,0,"472",39.8,"121","0.214","0.337","0.324",24.1,24,18.2,"0.201","0.395","0.334",41.4
"deGrom, Jacob",594798,"TEX","SL","Slider",1.9,8,"437",39.5,"121","0.184","0.281","0.231",37.5,28.1,24.3,"0.216","0.339","0.265",36.3
"Fedde, Erick",607200,"STL","SI","Sinker",1.1,5,"446",38.5,"121","0.241","0.352","0.312",10.8,14.9,17.6,"0.296","0.437","0.356",50
"Roupp, Landen",694738,"SF","SI","Sinker",-0.8,-3,"430",38.4,"121","0.364","0.473","0.411",8.5,13.2,22.9,"0.303","0.415","0.345",41.5
"Priester, Quinn",682990,"MIL","SI","Sinker",0,0,"445",44.9,"121","0.274","0.377","0.345",9.9,11.6,16.9,"0.313","0.433","0.367",47.3
"Cease, Dylan",656302,"SD","FF","4-Seam Fastball",-0.6,-3,"496",38.1,"121","0.282","0.476","0.362",26.3,19.8,17.5,"0.28","0.506","0.373",48.8
"Burnes, Corbin",669203,"AZ","FC","Cutter",0.3,2,"554",54.9,"121","0.257","0.446","0.367",21.7,14,14.9,"0.266","0.415","0.354",43.5
"Smith, Shane",681343,"CWS","FF","4-Seam Fastball",1.9,9,"469",43.3,"120","0.206","0.284","0.283",25.5,21.7,22,"0.233","0.371","0.323",39
"May, Dustin",669160,"LAD","SI","Sinker",-0.4,-2,"416",39.4,"120","0.282","0.505","0.385",10.8,9.2,22,"0.342","0.6","0.439",55.3
"Crochet, Garrett",676979,"BOS","FC","Cutter",2.1,8,"409",29.4,"120","0.209","0.304","0.246",26.5,23.3,24.8,"0.24","0.381","0.287",30.7
"Holmes, Grant",656550,"ATL","SL","Slider",1.6,6,"403",33.3,"119","0.145","0.245","0.208",38.8,31.9,24.7,"0.212","0.381","0.284",43.1
"Abbott, Andrew",671096,"CIN","FF","4-Seam Fastball",1.8,9,"475",47.5,"118","0.183","0.327","0.276",22.2,28,21.6,"0.194","0.381","0.297",36.6
"Springs, Jeffrey",605488,"ATH","FF","4-Seam Fastball",-0.9,-5,"517",41.4,"118","0.252","0.476","0.34",15.9,20.3,17.1,"0.271","0.503","0.367",40.2
"Irvin, Jake",663623,"WSH","CU","Curveball",-0.2,-1,"468",36.3,"118","0.227","0.464","0.346",23.7,22.9,17.3,"0.265","0.518","0.356",42.2
"Luzardo, Jesús",666200,"PHI","FF","4-Seam Fastball",-0.7,-3,"462",35.2,"117","0.324","0.491","0.378",18.1,17.9,16.5,"0.316","0.509","0.379",50.6
"Roupp, Landen",694738,"SF","CU","Curveball",0.6,3,"443",39.6,"117","0.157","0.314","0.254",38.7,32.5,27,"0.17","0.295","0.251",14.9
"Megill, Tylor",656731,"NYM","FF","4-Seam Fastball",0.6,3,"491",42.6,"117","0.224","0.388","0.326",28.1,35,27.2,"0.23","0.4","0.347",48.3
"Nelson, Ryne",669194,"AZ","FF","4-Seam Fastball",1.4,6,"441",59.3,"117","0.21","0.343","0.284",16.9,22.2,18.6,"0.256","0.38","0.317",40.5
"Hendricks, Kyle",543294,"LAA","SI","Sinker",-0.3,-1,"410",36.2,"117","0.275","0.402","0.347",8.7,12,12.3,"0.267","0.365","0.325",33.7
"Berríos, José",621244,"TOR","SI","Sinker",0.7,3,"385",31.1,"115","0.231","0.385","0.302",12,16.5,25,"0.284","0.506","0.371",45.3
"Skenes, Paul",694973,"PIT","FF","4-Seam Fastball",1.6,8,"483",35,"115","0.196","0.327","0.264",26.3,28.7,21.7,"0.206","0.382","0.28",48.6
"Schwellenbach, Spencer",680885,"ATL","FF","4-Seam Fastball",1.7,8,"465",35.9,"115","0.223","0.357","0.263",27.2,25.2,21.6,"0.293","0.503","0.342",57.1
"Gausman, Kevin",592332,"TOR","FS","Split-Finger",1.6,7,"460",37.6,"115","0.156","0.229","0.184",36,33.9,20.1,"0.183","0.27","0.211",23.6
"Dollander, Chase",801403,"COL","FF","4-Seam Fastball",-1.8,-8,"453",55.2,"114","0.283","0.62","0.447",21.2,14.9,15,"0.296","0.635","0.443",49.4
"Rodón, Carlos",607074,"NYY","FF","4-Seam Fastball",0.8,5,"557",41,"114","0.206","0.441","0.32",22.9,21.9,19.1,"0.218","0.445","0.319",46.2
"Ober, Bailey",641927,"MIN","FF","4-Seam Fastball",1.3,5,"415",37.7,"113","0.243","0.369","0.306",18.2,12.4,12,"0.277","0.508","0.355",42.9
"Wheeler, Zack",554430,"PHI","FF","4-Seam Fastball",2.2,12,"538",41.5,"113","0.149","0.267","0.232",31.4,35.4,25.6,"0.18","0.313","0.26",44.3
"Rodriguez, Eduardo",593958,"AZ","FF","4-Seam Fastball",-1,-4,"422",45.4,"112","0.303","0.515","0.381",23.9,27.7,29.2,"0.244","0.403","0.315",37.1
"Irvin, Jake",663623,"WSH","FF","4-Seam Fastball",-0.9,-4,"397",30.8,"111","0.237","0.423","0.334",15.4,15.3,13.4,"0.301","0.632","0.429",51.2
"May, Dustin",669160,"LAD","ST","Sweeper",0.8,3,"433",41,"111","0.219","0.324","0.27",30.1,36,28,"0.21","0.323","0.254",29.2
"Littell, Zack",641793,"TB","SL","Slider",-1,-4,"395",32.3,"111","0.313","0.576","0.4",18.4,11.7,19.1,"0.345","0.658","0.446",48.9
"Anderson, Tyler",542881,"LAA","CH","Changeup",-1,-4,"406",33.2,"110","0.253","0.444","0.337",41.9,30,22,"0.214","0.359","0.288",21.2
"Baz, Shane",669358,"TB","CU","Curveball",0.2,1,"365",31.5,"110","0.223","0.311","0.274",22.9,27.3,20.7,"0.235","0.326","0.267",40.5
"Keller, Mitch",656605,"PIT","FF","4-Seam Fastball",1,4,"427",32.9,"109","0.245","0.367","0.308",17.5,18.3,17.9,"0.302","0.449","0.36",38.5
"Verlander, Justin",434378,"SF","FF","4-Seam Fastball",-0.6,-2,"425",49.5,"107","0.253","0.516","0.382",21,16.8,16.7,"0.314","0.612","0.425",42.9
"Severino, Luis",622663,"ATH","SI","Sinker",1.1,3,"310",22.7,"107","0.25","0.406","0.326",10,12.1,16.7,"0.284","0.406","0.332",40.5
"Taillon, Jameson",592791,"CHC","FF","4-Seam Fastball",-0.1,0,"450",39.3,"106","0.214","0.469","0.313",18,17.9,14.3,"0.249","0.502","0.34",45
"Springs, Jeffrey",605488,"ATH","CH","Changeup",0.5,2,"312",25,"105","0.184","0.306","0.279",42.3,26.7,20.7,"0.199","0.3","0.24",23.9
"Sánchez, Cristopher",650911,"PHI","CH","Changeup",1.6,7,"399",34.5,"105","0.126","0.179","0.197",46.8,45.7,30,"0.176","0.215","0.222",21.3
"López, Pablo",641154,"MIN","FF","4-Seam Fastball",1.5,6,"430",42.7,"105","0.268","0.351","0.311",22.4,19,16.8,"0.295","0.422","0.338",42.9
"Woo, Bryan",693433,"SEA","SI","Sinker",2.1,7,"309",26.6,"105","0.267","0.327","0.283",10,16.2,26.2,"0.274","0.367","0.289",43.5
"Elder, Bryce",693821,"ATL","SL","Slider",2,7,"350",39,"104","0.184","0.347","0.254",28.7,25,22.6,"0.225","0.396","0.282",42.5
"Mahle, Tyler",641816,"TEX","FS","Split-Finger",1.1,4,"335",27.1,"104","0.198","0.292","0.251",22.7,19.2,16.9,"0.255","0.395","0.31",28.6
"Canning, Griffin",656288,"NYM","SL","Slider",0,0,"360",32,"104","0.255","0.404","0.335",33,23.1,18.8,"0.264","0.467","0.348",47.1
"Skubal, Tarik",669373,"DET","CH","Changeup",3.2,12,"359",30.7,"104","0.167","0.186","0.162",49.3,47.1,33.8,"0.171","0.229","0.178",24.1
"Morton, Charlie",450203,"BAL","CU","Curveball",-1.5,-6,"383",36.9,"103","0.258","0.449","0.36",34.3,26.2,18.4,"0.25","0.411","0.328",37.5
"Lord, Brad",695418,"WSH","FF","4-Seam Fastball",0,0,"410",53.5,"103","0.259","0.365","0.353",23.5,22.3,17,"0.29","0.414","0.364",43.8
"Senga, Kodai",673540,"NYM","FS","Split-Finger",1.6,5,"318",29,"103","0.118","0.183","0.204",41.6,41.7,23.8,"0.143","0.239","0.215",26
"Hanifee, Brenan",669724,"DET","SI","Sinker",0,0,"383",69.1,"103","0.263","0.411","0.352",13.2,11.7,16.9,"0.278","0.443","0.332",41.7
"Burke, Sean",680732,"CWS","SL","Slider",-1.7,-6,"328",27.7,"103","0.253","0.516","0.375",27,15.5,18,"0.28","0.55","0.37",38.8
"Hancock, Emerson",676106,"SEA","SI","Sinker",-3,-9,"314",35.6,"102","0.375","0.602","0.458",9,8.8,16.7,"0.347","0.52","0.416",41.8
"Singer, Brady",663903,"CIN","SL","Slider",0.7,3,"389",33.4,"101","0.196","0.351","0.244",26.8,19.8,14.7,"0.255","0.437","0.305",35.9
"Márquez, Germán",608566,"COL","FF","4-Seam Fastball",-2.6,-8,"302",30,"101","0.349","0.581","0.451",11.3,9.9,13.9,"0.311","0.507","0.392",48.7
"Woods Richardson, Simeon",680573,"MIN","FF","4-Seam Fastball",-0.8,-3,"369",47.2,"100","0.294","0.447","0.386",26.5,25,23.6,"0.277","0.539","0.397",60
"Kikuchi, Yusei",579328,"LAA","FF","4-Seam Fastball",-0.4,-2,"491",37,"100","0.293","0.402","0.344",20.6,26,16.9,"0.258","0.423","0.323",47
"Bello, Brayan",678394,"BOS","SI","Sinker",-0.2,-1,"352",38.5,"99","0.31","0.405","0.395",7.7,9.1,15.3,"0.303","0.386","0.356",36.8
"Littell, Zack",641793,"TB","FS","Split-Finger",-0.7,-2,"299",24.4,"99","0.265","0.418","0.298",24.1,28.3,20.6,"0.215","0.343","0.243",40
"Warren, Will",701542,"NYY","FF","4-Seam Fastball",1.8,7,"390",37.1,"98","0.148","0.247","0.256",28.8,34.7,27,"0.183","0.308","0.284",46.9
"Corbin, Patrick",571578,"TEX","SI","Sinker",1.3,4,"324",34,"98","0.221","0.372","0.29",13.2,18.4,17.6,"0.231","0.41","0.325",42.3
"Brown, Hunter",686613,"HOU","FF","4-Seam Fastball",3.3,15,"449",36.2,"98","0.098","0.098","0.135",33,48,28,"0.154","0.235","0.198",33.3
"Povich, Cade",700249,"BAL","FF","4-Seam Fastball",-0.2,-1,"402",36.7,"97","0.271","0.459","0.355",20.5,25.8,23.8,"0.326","0.696","0.463",58.1
"Peterson, David",656849,"NYM","SI","Sinker",1.2,4,"354",28.6,"97","0.247","0.346","0.327",12.3,6.2,13.6,"0.267","0.365","0.339",44.7
"Spence, Mitch",687765,"ATH","FC","Cutter",0.5,2,"371",47.7,"97","0.244","0.395","0.345",21.7,13.4,15.9,"0.301","0.538","0.387",54.7
"Ferrer, Jose A.",678606,"WSH","SI","Sinker",-0.2,-1,"368",69.7,"97","0.31","0.405","0.354",16.5,12.4,13.3,"0.266","0.37","0.32",38.7
"Bibee, Tanner",676440,"CLE","FF","4-Seam Fastball",0.4,1,"381",30.8,"97","0.244","0.467","0.333",13.9,13.4,13.4,"0.316","0.565","0.398",46.8
"Yamamoto, Yoshinobu",808967,"LAD","FF","4-Seam Fastball",1.9,9,"444",36.6,"96","0.193","0.229","0.261",15.3,22.9,21.6,"0.243","0.348","0.31",48.4
"Yamamoto, Yoshinobu",808967,"LAD","FS","Split-Finger",1.6,5,"336",27.7,"96","0.121","0.22","0.173",43.3,43.8,26.1,"0.155","0.236","0.196",36.7
"Vásquez, Randy",681190,"SD","FC","Cutter",-1.7,-6,"325",29,"96","0.299","0.468","0.403",19.4,15.6,17.6,"0.282","0.515","0.409",30.6
"Boyd, Matthew",571510,"CHC","CH","Changeup",-0.4,-1,"276",23.4,"96","0.244","0.4","0.33",32.9,21.9,22.3,"0.207","0.346","0.262",27.1
"Ragans, Cole",666142,"KC","FF","4-Seam Fastball",0.1,0,"424",48.6,"95","0.247","0.42","0.327",24.1,30.5,21.2,"0.213","0.409","0.309",43.6
"Pfaadt, Brandon",694297,"AZ","FF","4-Seam Fastball",-0.3,-1,"403",32.9,"95","0.302","0.5","0.369",15.2,10.5,10.1,"0.377","0.744","0.486",57.1
"Gusto, Ryan",687473,"HOU","FF","4-Seam Fastball",0.5,2,"416",47.2,"95","0.183","0.378","0.318",28.3,28.4,21.1,"0.222","0.422","0.331",41.8
"Holmes, Grant",656550,"ATL","FF","4-Seam Fastball",-2.6,-12,"446",36.9,"95","0.333","0.731","0.483",15.8,18.9,17.6,"0.302","0.641","0.442",50.8
"Kelly, Merrill",518876,"AZ","CH","Changeup",2.8,8,"306",24.1,"95","0.169","0.213","0.213",36.3,31.6,25.4,"0.224","0.296","0.254",42.4
"Sasaki, Roki",808963,"LAD","FF","4-Seam Fastball",0.2,0,"299",50.2,"95","0.253","0.494","0.385",10.1,8.4,14.5,"0.308","0.663","0.457",52.1
"Kahnle, Tommy",592454,"DET","CH","Changeup",2.8,10,"346",84,"92","0.148","0.239","0.201",26.6,22.8,22.8,"0.213","0.363","0.265",34.3
"Skubal, Tarik",669373,"DET","FF","4-Seam Fastball",1.3,4,"327",28,"92","0.226","0.31","0.26",30.5,32.6,20.8,"0.236","0.406","0.303",32.7
"Smith-Shawver, AJ",700363,"ATL","FF","4-Seam Fastball",0.3,1,"331",46.6,"92","0.278","0.392","0.359",17,8.7,13.8,"0.403","0.672","0.49",63.9
"Lodolo, Nick",666157,"CIN","CH","Changeup",2.2,6,"289",22.9,"92","0.172","0.322","0.251",19,10.9,15.2,"0.27","0.469","0.331",33.3
"Matz, Steven",571927,"STL","SI","Sinker",1.9,7,"361",61,"91","0.256","0.326","0.284",18.9,22,19,"0.254","0.404","0.298",50.7
"Ober, Bailey",641927,"MIN","CH","Changeup",1.1,3,"321",29.1,"90","0.207","0.287","0.231",30.7,30,18.6,"0.169","0.246","0.194",21.7
"Hill, Tim",657612,"NYY","SI","Sinker",1.3,4,"291",78.6,"90","0.229","0.349","0.301",13.2,11.1,15.4,"0.259","0.363","0.303",49.3
"Eovaldi, Nathan",543135,"TEX","FS","Split-Finger",1,3,"311",29.2,"90","0.181","0.265","0.232",37.3,36.7,26.8,"0.209","0.316","0.262",40
"Martin, Davis",663436,"CWS","CH","Changeup",0.2,1,"266",23.1,"90","0.213","0.326","0.278",20,15.6,14.1,"0.34","0.458","0.348",53.3
"Fedde, Erick",607200,"STL","FC","Cutter",0.3,1,"299",25.8,"90","0.275","0.412","0.334",20.4,15.6,20.6,"0.286","0.511","0.374",43.3
"Rasmussen, Drew",656876,"TB","FF","4-Seam Fastball",2.8,9,"338",33.5,"90","0.202","0.298","0.249",23.5,27.8,23.8,"0.228","0.341","0.274",47.5
"Quintana, Jose",500779,"MIL","SI","Sinker",0.3,1,"345",47.9,"89","0.26","0.416","0.352",16,19.1,22.1,"0.266","0.439","0.349",54.1
"Sugano, Tomoyuki",608372,"BAL","FS","Split-Finger",1.7,5,"297",26,"89","0.193","0.25","0.21",25.3,24.7,19.6,"0.247","0.367","0.268",27.3
"Pepiot, Ryan",686752,"TB","CH","Changeup",-0.2,-1,"298",23.2,"89","0.188","0.365","0.259",29.7,27,17.9,"0.239","0.407","0.29",40.3
"Peterson, David",656849,"NYM","SL","Slider",1.3,3,"256",20.7,"89","0.207","0.241","0.225",36.6,42.7,33.9,"0.205","0.276","0.219",55.1
"Clase, Emmanuel",661403,"CLE","FC","Cutter",0.2,1,"319",68.3,"88","0.3","0.425","0.344",32.4,23.9,24.1,"0.252","0.4","0.306",45.9
"Santillan, Tony",663574,"CIN","FF","4-Seam Fastball",1.7,5,"310",64,"88","0.173","0.321","0.248",20,20.5,15.3,"0.265","0.42","0.325",47.6
"Ashcraft, Graham",668933,"CIN","FC","Cutter",-1.8,-6,"327",60.2,"88","0.356","0.507","0.428",18.1,11.4,15.4,"0.308","0.468","0.388",35.4
"Gore, MacKenzie",669022,"WSH","CU","Curveball",0.7,2,"322",23.6,"88","0.198","0.309","0.256",46,51.1,31,"0.173","0.277","0.233",41.7
"Severino, Luis",622663,"ATH","FF","4-Seam Fastball",-0.1,0,"353",25.9,"88","0.289","0.373","0.316",19,17,14.9,"0.325","0.51","0.372",55.1
"Alcantara, Sandy",645261,"MIA","SI","Sinker",1.9,5,"268",24.1,"87","0.257","0.324","0.324",8.8,6.9,11.3,"0.278","0.388","0.345",37.7
"Giolito, Lucas",608337,"BOS","FF","4-Seam Fastball",-0.3,-1,"312",47,"87","0.355","0.421","0.376",18.3,18.4,21.1,"0.299","0.431","0.351",50
"Paddack, Chris",663978,"MIN","CH","Changeup",-0.1,0,"277",24,"87","0.205","0.333","0.282",26.7,19.5,17.3,"0.237","0.398","0.322",41.9
"Dobbins, Hunter",690928,"BOS","FF","4-Seam Fastball",0.2,1,"305",40.8,"87","0.313","0.475","0.373",13.3,13.8,16.2,"0.285","0.509","0.365",45.6
"Estrada, Jeremiah",669093,"SD","FF","4-Seam Fastball",0.3,1,"322",64.4,"86","0.257","0.405","0.329",27,30.2,23,"0.23","0.419","0.316",44.2
"Corbin, Patrick",571578,"TEX","SL","Slider",-0.5,-2,"341",35.7,"86","0.244","0.39","0.288",35.6,22.1,16.7,"0.252","0.409","0.297",32.8
"Gallen, Zac",668678,"AZ","CU","Curveball",-1,-3,"309",23.3,"86","0.213","0.427","0.349",43.3,45.3,31,"0.17","0.311","0.272",54.1
"Gray, Sonny",543243,"STL","ST","Sweeper",0.9,2,"242",21.2,"86","0.143","0.238","0.167",39,51.2,26,"0.173","0.284","0.202",26.8
"Ortiz, Luis L.",682847,"CLE","FF","4-Seam Fastball",-0.7,-2,"354",29.4,"86","0.26","0.438","0.37",32.9,29.1,23.4,"0.252","0.51","0.377",52.1
"Canning, Griffin",656288,"NYM","CH","Changeup",1.1,3,"270",24,"86","0.231","0.282","0.284",24.3,18.6,17.6,"0.26","0.371","0.311",41.9
"Wacha, Michael",608379,"KC","FF","4-Seam Fastball",-0.1,0,"348",31,"86","0.28","0.427","0.348",12.3,17.4,15.3,"0.327","0.565","0.412",47.5
"Houck, Tanner",656557,"BOS","SI","Sinker",-0.1,0,"298",39.8,"85","0.253","0.533","0.376",15.3,11.8,19.2,"0.278","0.55","0.386",47
"Lorenzen, Michael",547179,"KC","FF","4-Seam Fastball",-1.4,-4,"308",26.1,"85","0.256","0.487","0.338",14.2,20,17.2,"0.279","0.557","0.38",56.5
"Webb, Logan",657277,"SF","CH","Changeup",0.9,2,"264",19.5,"85","0.212","0.3","0.261",38.2,36.5,29,"0.219","0.28","0.244",46.9
"Mikolas, Miles",571945,"STL","SL","Slider",0.5,1,"257",24.8,"84","0.237","0.4","0.298",18.2,11.9,18.2,"0.282","0.488","0.34",39.4
