"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Peralta, Freddy",642547,"MIL","FF","4-Seam Fastball",0,1,"1650",53.8,"405","0.239","0.424","0.338",25.2,26.9,19.1,"0.233","0.419","0.331",44.1
"Burnes, Corbin",669203,"BAL","FC","Cutter",1.3,17,"1348",45,"400","0.251","0.362","0.306",19,16,19.4,"0.259","0.386","0.308",31.9
"Gore, MacKenzie",669022,"WSH","FF","4-Seam Fastball",-0.2,-3,"1658",55.4,"392","0.281","0.418","0.369",22.6,19.9,17.3,"0.274","0.423","0.348",40.6
"Gausman, Kevin",592332,"TOR","FF","4-Seam Fastball",0.2,3,"1488",50.3,"391","0.281","0.475","0.359",17.4,16.6,16.8,"0.288","0.539","0.384",51.4
"Cease, Dylan",656302,"SD","SL","Slider",1.8,25,"1371",43,"361","0.159","0.257","0.208",44.7,39.1,25.4,"0.168","0.264","0.21",34.5
"Greene, Hunter",668881,"CIN","FF","4-Seam Fastball",1.4,19,"1415",55.2,"358","0.184","0.273","0.266",24.9,28.5,20.6,"0.195","0.318","0.283",39.4
"Rodón, Carlos",607074,"NYY","FF","4-Seam Fastball",0,1,"1531",49.4,"355","0.262","0.514","0.37",21.4,17.2,15,"0.277","0.562","0.391",50.6
"Imanaga, Shota",684007,"CHC","FF","4-Seam Fastball",0.3,4,"1343",51.9,"353","0.23","0.471","0.325",17.7,18.7,17.9,"0.238","0.449","0.317",45.3
"Sánchez, Cristopher",650911,"PHI","SI","Sinker",-0.4,-5,"1324",47.3,"344","0.345","0.481","0.406",13.1,9.3,12.3,"0.339","0.487","0.387",44.1
"Ragans, Cole",666142,"KC","FF","4-Seam Fastball",0.8,11,"1299",41.7,"342","0.21","0.349","0.3",23.2,26.3,22.3,"0.22","0.36","0.307",40.7
"Valdez, Framber",664285,"HOU","SI","Sinker",0.8,10,"1201",46.2,"340","0.28","0.411","0.344",11.6,10.3,21.7,"0.301","0.451","0.359",51.8
"Corbin, Patrick",571578,"WSH","SI","Sinker",-1.9,-20,"1030",35.7,"336","0.334","0.567","0.414",9.7,13.1,16.9,"0.34","0.556","0.408",55.3
"Parker, Mitchell",680730,"WSH","FF","4-Seam Fastball",0.1,1,"1168",48.6,"333","0.276","0.425","0.338",12,14.7,15.7,"0.281","0.487","0.358",41.4
"Nelson, Ryne",669194,"AZ","FF","4-Seam Fastball",0.4,6,"1341",55.7,"328","0.249","0.418","0.32",19.5,28,19.8,"0.249","0.388","0.308",51.9
"Bassitt, Chris",605135,"TOR","SI","Sinker",-0.3,-4,"1207",40.8,"326","0.326","0.422","0.382",12.8,17.5,18,"0.302","0.421","0.361",41.2
"Singer, Brady",663903,"KC","SL","Slider",0.7,8,"1196",40.3,"325","0.207","0.361","0.286",35.4,26.5,21.2,"0.245","0.39","0.311",36.2
"Cease, Dylan",656302,"SD","FF","4-Seam Fastball",0.2,3,"1386",43.5,"324","0.232","0.387","0.342",20.3,19.8,17.2,"0.243","0.433","0.354",44
"Steele, Justin",657006,"CHC","FF","4-Seam Fastball",0.6,8,"1221",59.7,"324","0.253","0.394","0.334",22.3,21.9,24.3,"0.232","0.336","0.29",38
"Harrison, Kyle",690986,"SF","FF","4-Seam Fastball",-0.2,-3,"1197",57.6,"321","0.249","0.425","0.332",23,24.6,20.4,"0.24","0.424","0.327",49.5
"Heaney, Andrew",571760,"TEX","FF","4-Seam Fastball",-0.1,-1,"1398",51.2,"320","0.238","0.415","0.34",21.2,24.7,17.4,"0.237","0.427","0.33",44.7
"Webb, Logan",657277,"SF","CH","Changeup",0.1,1,"990",30.9,"319","0.275","0.411","0.322",21.6,17.9,16.4,"0.308","0.501","0.366",51.6
"Singer, Brady",663903,"KC","SI","Sinker",0.8,10,"1235",41.6,"318","0.267","0.389","0.329",12.8,20.1,24,"0.28","0.431","0.341",46
"Abbott, Andrew",671096,"CIN","FF","4-Seam Fastball",-0.7,-8,"1249",53.5,"317","0.254","0.451","0.36",19.4,18.3,16.1,"0.266","0.463","0.367",43.2
"Morton, Charlie",450203,"ATL","CU","Curveball",0.2,2,"1183",42.4,"316","0.2","0.309","0.279",34.2,32.3,22.1,"0.182","0.26","0.255",31.3
"Webb, Logan",657277,"SF","SI","Sinker",1.4,17,"1270",39.7,"315","0.268","0.338","0.306",14.1,16.5,20.5,"0.26","0.366","0.31",44.7
"Gil, Luis",661563,"NYY","FF","4-Seam Fastball",-0.1,-1,"1298",48.7,"310","0.205","0.395","0.319",28.5,28.4,23.3,"0.21","0.37","0.315",42
"Nola, Aaron",605400,"PHI","CU","Curveball",1.2,12,"1049",32.9,"304","0.221","0.381","0.285",37,31.3,22.3,"0.218","0.341","0.264",33.3
"Kikuchi, Yusei",579328,"HOU","FF","4-Seam Fastball",-0.1,-2,"1374",47,"303","0.274","0.505","0.351",28,27.4,22,"0.251","0.463","0.325",49
"Anderson, Tyler",542881,"LAA","CH","Changeup",1.5,17,"1082",37.1,"302","0.185","0.259","0.246",39.6,24.5,22.4,"0.217","0.31","0.272",20.1
"Castillo, Luis",622491,"SEA","FF","4-Seam Fastball",0.9,12,"1296",45.3,"301","0.204","0.365","0.279",27.3,31.2,20.8,"0.205","0.383","0.286",44
"Bello, Brayan",678394,"BOS","SI","Sinker",-0.6,-6,"1092",40.3,"301","0.309","0.44","0.385",11.1,14,16.3,"0.287","0.435","0.366",50.2
"Sale, Chris",519242,"ATL","SL","Slider",2.1,24,"1135",40.3,"298","0.171","0.236","0.21",42.7,41.6,29,"0.175","0.245","0.212",21.7
"Falter, Bailey",663559,"PIT","FF","4-Seam Fastball",-0.1,-1,"1001",46.8,"297","0.255","0.414","0.33",16.2,16.5,17.1,"0.25","0.411","0.322",33
"Crochet, Garrett",676979,"CWS","FF","4-Seam Fastball",1.7,21,"1284",53.6,"297","0.199","0.296","0.261",31.4,33.7,25.3,"0.202","0.328","0.273",39.9
"Eovaldi, Nathan",543135,"TEX","FF","4-Seam Fastball",0.5,5,"980",37.4,"294","0.212","0.335","0.287",17.8,22.1,17.1,"0.237","0.387","0.315",46.2
"Flaherty, Jack",656427,"LAD","FF","4-Seam Fastball",0.5,6,"1135",42.9,"293","0.245","0.401","0.311",23.9,28.7,25,"0.254","0.439","0.328",39.8
"Sánchez, Cristopher",650911,"PHI","CH","Changeup",1.7,17,"998",35.7,"292","0.177","0.22","0.208",34.8,31.2,20.9,"0.178","0.225","0.194",22
"Bibee, Tanner",676440,"CLE","FF","4-Seam Fastball",-0.7,-9,"1236",43.4,"292","0.282","0.476","0.364",21.3,19.2,16,"0.283","0.461","0.341",46.3
"Pivetta, Nick",601713,"BOS","FF","4-Seam Fastball",0.8,9,"1158",48.5,"292","0.239","0.399","0.307",21.9,27.7,21.3,"0.231","0.413","0.308",46.8
"Houck, Tanner",656557,"BOS","ST","Sweeper",0.6,6,"1131",41.4,"291","0.23","0.357","0.286",30.2,29.9,23.3,"0.219","0.38","0.288",37.2
"Anderson, Tyler",542881,"LAA","FF","4-Seam Fastball",-1.1,-13,"1155",39.6,"289","0.272","0.494","0.376",18.3,15.2,15.2,"0.272","0.498","0.368",42.3
"López, Reynaldo",625643,"ATL","FF","4-Seam Fastball",1.3,16,"1163",55.1,"287","0.266","0.369","0.319",16.5,19.9,19.7,"0.263","0.409","0.334",47.7
"López, Pablo",641154,"MIN","FF","4-Seam Fastball",1.4,17,"1205",40.4,"287","0.211","0.356","0.284",25.9,25.8,19.6,"0.239","0.41","0.311",45.3
"Wheeler, Zack",554430,"PHI","FF","4-Seam Fastball",0.6,8,"1296",41.4,"287","0.21","0.397","0.318",29.6,28.2,20.7,"0.205","0.384","0.302",41.3
"Irvin, Jake",663623,"WSH","FF","4-Seam Fastball",0.1,1,"1148",37.7,"286","0.205","0.383","0.283",23.6,27.3,17.2,"0.216","0.405","0.294",44.7
"Flexen, Chris",623167,"CWS","FF","4-Seam Fastball",-0.7,-8,"1039",37.1,"284","0.26","0.472","0.367",13.1,13.4,13.5,"0.259","0.504","0.371",48.1
"Berríos, José",621244,"TOR","SI","Sinker",0.8,8,"973",33.4,"283","0.283","0.394","0.343",12.1,13.1,16.7,"0.298","0.45","0.359",50.5
"Sears, JP",676664,"OAK","FF","4-Seam Fastball",-0.9,-9,"1032",36.1,"282","0.233","0.482","0.354",25.7,28.7,18.8,"0.22","0.451","0.333",48.2
"Cortes, Nestor",641482,"NYY","FF","4-Seam Fastball",0.4,5,"1266",44.4,"277","0.235","0.443","0.317",21.5,23.5,17.4,"0.227","0.433","0.311",52.6
"Gallen, Zac",668678,"AZ","FF","4-Seam Fastball",-0.6,-7,"1160",46.3,"276","0.282","0.462","0.371",13.1,19.2,18.7,"0.28","0.463","0.369",48.4
"Kirby, George",669923,"SEA","FF","4-Seam Fastball",0.4,4,"1025",34.5,"271","0.23","0.467","0.31",29.1,30.6,21.2,"0.22","0.439","0.294",37.3
"Miller, Bryce",682243,"SEA","FF","4-Seam Fastball",1.7,19,"1157",42.1,"271","0.184","0.348","0.264",26.5,24.4,20,"0.224","0.463","0.323",45.1
"Suárez, Albert",544150,"BAL","FF","4-Seam Fastball",0.1,1,"1116",50,"266","0.276","0.469","0.353",22.8,19.9,14.1,"0.248","0.425","0.325",45.2
"Pepiot, Ryan",686752,"TB","FF","4-Seam Fastball",0.7,8,"1084",50.4,"262","0.181","0.33","0.29",31.4,29.4,21.2,"0.172","0.347","0.292",43.4
"Gilbert, Logan",669302,"SEA","SL","Slider",1.6,16,"972",32,"262","0.21","0.375","0.286",36.8,24.8,21.9,"0.225","0.362","0.269",33.9
"Ober, Bailey",641927,"MIN","FF","4-Seam Fastball",0,0,"1028",38.1,"262","0.258","0.506","0.355",22.2,22.1,19.7,"0.247","0.483","0.35",47.2
"Myers, Tobias",668964,"MIL","FF","4-Seam Fastball",0.2,2,"872",40.5,"261","0.236","0.43","0.331",19.2,24.9,21.9,"0.245","0.466","0.338",44.5
"Crawford, Kutter",676710,"BOS","FC","Cutter",0.5,5,"905",32.1,"260","0.216","0.418","0.33",26.5,16.9,23.3,"0.229","0.403","0.315",28
"Paxton, James",572020,"BOS","FF","4-Seam Fastball",-0.6,-6,"928",54.3,"260","0.265","0.433","0.363",14.9,13.1,12.5,"0.264","0.427","0.364",43.9
"Canning, Griffin",656288,"LAA","FF","4-Seam Fastball",-1.1,-12,"1069",37.3,"259","0.251","0.534","0.369",14.8,12.7,12,"0.271","0.522","0.376",44.4
"Assad, Javier",665871,"CHC","SI","Sinker",0.6,5,"899",35.4,"257","0.233","0.368","0.329",11.2,19.8,20.2,"0.246","0.41","0.337",37.2
"Gausman, Kevin",592332,"TOR","FS","Split-Finger",0.7,7,"959",32.4,"257","0.169","0.262","0.236",33.5,31.5,18.7,"0.212","0.31","0.266",28.8
"Feltner, Ryan",663372,"COL","FF","4-Seam Fastball",1,9,"927",36,"256","0.247","0.387","0.312",17,19.1,18.6,"0.263","0.428","0.329",41.2
"Hicks, Jordan",663855,"SF","SI","Sinker",-0.5,-5,"1009",51.5,"255","0.342","0.5","0.408",11.6,9,13.7,"0.321","0.498","0.388",48.5
"Ryan, Joe",657746,"MIN","FF","4-Seam Fastball",1.5,15,"1018",48.3,"254","0.193","0.378","0.275",27.4,31.5,23.4,"0.191","0.353","0.265",41.7
"Severino, Luis",622663,"NYM","FF","4-Seam Fastball",-0.2,-2,"1030",35.6,"253","0.247","0.395","0.322",21.8,24.5,17.3,"0.227","0.35","0.297",40.5
"Soriano, José",667755,"LAA","SI","Sinker",2.2,18,"806",46.4,"250","0.214","0.26","0.282",16.7,8.8,17.3,"0.269","0.367","0.331",45.4
"Arrighetti, Spencer",681293,"HOU","FF","4-Seam Fastball",-0.8,-8,"1018",40.6,"250","0.302","0.516","0.393",19.9,21.2,17.3,"0.273","0.475","0.368",51.8
"Montas, Frankie",593423,"MIL","FF","4-Seam Fastball",0.1,1,"868",33,"248","0.208","0.37","0.307",22.9,29,18.7,"0.226","0.407","0.32",48.3
"Estes, Joey",683155,"OAK","FF","4-Seam Fastball",0.1,1,"1039",51.3,"247","0.256","0.471","0.339",17.6,13,10.6,"0.263","0.523","0.361",47.9
"Fried, Max",608331,"ATL","FF","4-Seam Fastball",0.6,5,"892",32.3,"247","0.263","0.34","0.334",17.8,15,17.3,"0.271","0.371","0.336",29.7
"Quintana, Jose",500779,"NYM","SI","Sinker",0.8,7,"859",30.5,"247","0.248","0.429","0.341",13.1,16.6,23.6,"0.288","0.462","0.372",49.7
"Wacha, Michael",608379,"KC","CH","Changeup",1.7,14,"839",32.2,"246","0.169","0.312","0.224",34.1,31.7,21.8,"0.175","0.307","0.228",26.1
"Jones, Jared",683003,"PIT","FF","4-Seam Fastball",0.3,3,"941",49.2,"246","0.224","0.425","0.322",25.8,24,22.5,"0.238","0.438","0.339",46.5
"Hendricks, Kyle",543294,"CHC","CH","Changeup",-0.1,-1,"827",38.7,"246","0.267","0.409","0.316",23.9,15.4,13.2,"0.244","0.37","0.296",22.4
"Gilbert, Logan",669302,"SEA","FF","4-Seam Fastball",1.3,12,"936",30.8,"245","0.205","0.384","0.28",19.4,17.6,22.1,"0.259","0.455","0.332",48.1
"Crawford, Kutter",676710,"BOS","FF","4-Seam Fastball",-0.4,-4,"952",33.7,"244","0.255","0.5","0.347",19.8,25.4,19.2,"0.24","0.48","0.337",50.9
"Gomber, Austin",596295,"COL","FF","4-Seam Fastball",-1.3,-14,"1058",40.4,"244","0.308","0.602","0.413",9.6,11.1,11.9,"0.308","0.598","0.413",52.1
"Pallante, Andre",669467,"STL","FF","4-Seam Fastball",1.3,12,"975",49.3,"243","0.227","0.295","0.308",16.4,9.5,12.2,"0.258","0.357","0.332",44.3
"Glasnow, Tyler",607192,"LAD","FF","4-Seam Fastball",1.2,11,"909",45.2,"243","0.215","0.421","0.321",21.5,24.7,27.9,"0.204","0.37","0.297",41.9
"Spence, Mitch",687765,"OAK","FC","Cutter",-0.2,-2,"981",39.5,"240","0.278","0.472","0.364",17.6,14.2,15.1,"0.252","0.408","0.332",45.5
"Bradley, Taj",671737,"TB","FF","4-Seam Fastball",0,0,"957",41.7,"240","0.269","0.5","0.378",21,17.1,15.6,"0.274","0.55","0.394",48.8
"Quantrill, Cal",615698,"COL","FS","Split-Finger",-0.1,-1,"843",31.9,"239","0.204","0.31","0.253",23.5,17.6,13.1,"0.233","0.352","0.274",34.1
"Ureña, José",570632,"TEX","SI","Sinker",0.3,3,"748",42.5,"239","0.276","0.379","0.339",11.6,8.4,10.8,"0.294","0.453","0.357",51
"King, Michael",650633,"SD","CH","Changeup",1.3,9,"713",24.6,"236","0.207","0.286","0.265",36.2,28,23.7,"0.217","0.276","0.255",19.9
"Imanaga, Shota",684007,"CHC","FS","Split-Finger",1.5,12,"793",30.6,"236","0.204","0.283","0.244",43,34.3,26.2,"0.217","0.316","0.24",29.3
"Brown, Hunter",686613,"HOU","FF","4-Seam Fastball",0.1,1,"1004",34.8,"236","0.244","0.413","0.333",29.6,36,23.5,"0.217","0.342","0.285",43
"Sale, Chris",519242,"ATL","FF","4-Seam Fastball",0.4,4,"1075",38.2,"236","0.271","0.421","0.332",23.9,33.1,22.2,"0.234","0.377","0.3",44.9
"Rodón, Carlos",607074,"NYY","SL","Slider",-0.3,-2,"805",26,"236","0.199","0.361","0.274",39.3,43.2,24.5,"0.157","0.254","0.22",27
"Skubal, Tarik",669373,"DET","CH","Changeup",0.8,6,"770",26.9,"235","0.216","0.322","0.261",46.2,34.9,30.6,"0.209","0.313","0.236",28.6
"Suárez, Ranger",624133,"PHI","SI","Sinker",0.6,4,"739",31.4,"234","0.27","0.381","0.324",10.1,20.9,25.8,"0.263","0.356","0.302",42.3
"Skubal, Tarik",669373,"DET","FF","4-Seam Fastball",2.1,19,"941",32.8,"233","0.197","0.286","0.25",27.7,32.2,24.5,"0.198","0.319","0.261",36.7
"Littell, Zack",641793,"TB","SL","Slider",1.1,10,"866",34.8,"232","0.257","0.427","0.321",22.7,18.1,24.4,"0.259","0.448","0.327",31.8
"Blanco, Ronel",669854,"HOU","SL","Slider",2.1,17,"830",30.2,"231","0.18","0.284","0.24",33.3,23.8,19.7,"0.23","0.35","0.285",31.9
"Francis, Bowden",670102,"TOR","FF","4-Seam Fastball",1.9,15,"799",51.3,"231","0.174","0.371","0.271",18.5,20.3,19.6,"0.215","0.423","0.302",39.5
"Quantrill, Cal",615698,"COL","FF","4-Seam Fastball",-1.9,-18,"948",35.9,"231","0.339","0.602","0.458",18.4,17.3,16,"0.294","0.46","0.397",48.6
"Kikuchi, Yusei",579328,"HOU","SL","Slider",1.3,9,"701",24,"230","0.207","0.276","0.284",29.7,27.8,23.4,"0.24","0.351","0.309",45
"Stroman, Marcus",573186,"NYY","SI","Sinker",-0.6,-5,"936",35.1,"230","0.304","0.464","0.404",12.4,10.9,13.7,"0.288","0.429","0.365",44.4
"Cortes, Nestor",641482,"NYY","FC","Cutter",1.1,9,"798",28,"229","0.249","0.378","0.307",25.1,19.7,22.4,"0.258","0.387","0.31",37.3
"Fedde, Erick",607200,"STL","FC","Cutter",0.6,6,"934",32.3,"229","0.262","0.47","0.346",23.2,19.7,18.4,"0.252","0.43","0.331",34.2
"Canning, Griffin",656288,"LAA","CH","Changeup",0.6,4,"765",26.7,"229","0.259","0.387","0.318",28.8,16.6,17.4,"0.246","0.37","0.293",36.9
"Pfaadt, Brandon",694297,"AZ","FF","4-Seam Fastball",0.7,7,"931",33.3,"228","0.263","0.463","0.347",22.4,18.4,17.3,"0.276","0.507","0.368",48.8
"Houck, Tanner",656557,"BOS","SI","Sinker",0.4,4,"879",32.1,"228","0.271","0.327","0.336",13.8,15.8,19.1,"0.32","0.453","0.382",47.6
"Manaea, Sean",640455,"NYM","FF","4-Seam Fastball",1.1,10,"931",31.1,"227","0.163","0.315","0.259",25.7,28.2,19.2,"0.214","0.384","0.299",38.6
"Irvin, Jake",663623,"WSH","CU","Curveball",0,0,"952",31.3,"225","0.226","0.42","0.305",25.1,21.3,15.8,"0.245","0.411","0.302",34.5
"Berríos, José",621244,"TOR","SV","Slurve",-0.1,-1,"832",28.6,"225","0.188","0.404","0.277",31,31.6,23.2,"0.217","0.406","0.292",33.8
